"관측지점별","항목","단위","2018. 01 월","2018. 02 월","2018. 03 월","2018. 04 월","2018. 05 월","2018. 06 월","2018. 07 월","2018. 08 월","2018. 09 월","2018. 10 월","2018. 11 월","2018. 12 월",
"춘천","평균지면온도","℃","-3.2","-1.6","7.3","14","20.2","29","31.3","30.4","21.9","11.9","5.4","-2.1",
"백령도","평균기온","℃","-2.9","-1.8","4.1","9.3","13.2","18.3","23","24.9","19.8","13.9","9.2","1.1",
"백령도","평균최고기온","℃","-.7",".8","7.7","12.8","17.1","22.3","26.1","28.3","22.6","16.6","11.7","3.5",
"백령도","평균최저기온","℃","-5.2","-4.2","1.3","6.3","10.2","15","20.3","21.8","17.4","11.3","6.9","-1.1",
"백령도","최고기온","℃","6.6","6.7","16.6","18.5","21.8","27.8","31.4","32.8","26.2","22","16","10.9",
"백령도","최고기온일자","","2018-01-17","2018-02-23","2018-03-30","2018-04-20","2018-05-26","2018-06-21","2018-07-29","2018-08-16","2018-09-01","2018-10-04","2018-11-04","2018-12-03",
"백령도","최저기온","℃","-13.7","-9.8","-5.1","1.7","7.9","11.9","17.6","18.4","15","6.3",".9","-8.9",
"백령도","최저기온일자","","2018-01-26","2018-02-06","2018-03-02","2018-04-06","2018-05-10","2018-06-09","2018-07-07","2018-08-26","2018-09-27","2018-10-31","2018-11-23","2018-12-28",
"백령도","합계강수량","mm","10.5","2.6","22.6","89.5","62.5","101.9","181.7","194.9","44.2","36.4","56.6","27.7",
"백령도","최심적설","cm","4","1.5","","","","","","","","","","7.3",
"백령도","최심적설일자","","2018-01-13","2018-02-02","","","","","","","","","","2018-12-08",
"백령도","최심신적설","cm","3.5","1.5","","","","","","","","","","7.3",
"백령도","최심신적설일자","","2018-01-29","2018-02-02","","","","","","","","","","2018-12-08",
"백령도","합계신적설","cm","16.9","2.3","","","","","","","","","","8.7",
"백령도","평균풍속","m/s","3.8","4.1","4.2","5.1","4.1","2.8","3.1","2.9","3.2","4","3.6","5.9",
"백령도","최대풍속","m/s","16.3","15.4","16.4","13.9","17.7","10.5","10.9","15.3","11.1","14.5","13.2","16.1",
"백령도","최대풍속일자","","2018-01-08","2018-02-13","2018-03-01","2018-04-06","2018-05-02","2018-06-13","2018-07-10","2018-08-20","2018-09-07","2018-10-28","2018-11-08","2018-12-07",
"백령도","최대순간풍속","m/s","23","20","21.9","19.8","23.6","15.1","15.3","23.7","17","21.3","18.9","22.9",
"백령도","최대순간풍속일자","","2018-01-08","2018-02-10","2018-03-01","2018-04-07","2018-05-02","2018-06-26","2018-07-10","2018-08-20","2018-09-06","2018-10-28","2018-11-08","2018-12-07",
"백령도","평균상대습도","%","64","59","75","69","83","89","92","87","78","65","65","64",
"백령도","최소상대습도","%","21","14","11","2","17","26","56","44","34","17","22","25",
"백령도","최소상대습도일자","","2018-01-21","2018-02-20","2018-03-11","2018-04-12","2018-05-26","2018-06-21","2018-07-30","2018-08-17","2018-09-23","2018-10-08","2018-11-28","2018-12-06",
"백령도","평균이슬점온도","℃","-9.2","-9.4","-.6","2.7","9.9","16.1","21.3","22.4","15.5","6.9","2.4","-5.2",
"백령도","평균증기압","hPa","3.3","3.4","6.3","8","12.4","18.5","25.6","27.3","18.1","10.4","7.8","4.5",
"백령도","합계일조시간","hr","102.5","158.8","192","207.6","211","178.5","189","271.4","213.8","247.2","133.7","113.5",
"백령도","합계수평면일사","MJ/㎡","","","","","621.3","626.45","618.28","660.12","526.42","469.54","282.97","221.58",
"백령도","평균전운량","할","7.3","5.6","5.9","5.1","5.8","6.9","6.9","5.2","4.8","4.3","4.5","6.3",
"백령도","평균현지기압","hPa","1006.5","1005.8","1002.5","997.9","1005.6","1002","1002.8","1001.7","1008.1","1013.9","1018.2","1022.6",
"백령도","평균해면기압","hPa","1025.1","1024.3","1020.6","1015.6","1009.9","1006.2","1007","1005.8","1012.3","1018.2","1022.7","1027.2",
"백령도","최고해면기압","hPa","1035.3","1031.9","1033","1025","1022.5","1015.1","1013.8","1012","1020.9","1026.4","1028.2","1038.6",
"백령도","최고해면기압일자","","2018-01-25","2018-02-03","2018-03-06","2018-04-13","2018-05-10","2018-06-02","2018-07-09","2018-08-17","2018-09-25","2018-10-20","2018-11-23","2018-12-31",
"백령도","최저해면기압","hPa","1007.3","1004.6","1002.9","1000.7","999.7","994.5","995.3","994.1","996.2","1003.9","1004.7","1013",
"백령도","최저해면기압일자","","2018-01-08","2018-02-28","2018-03-01","2018-04-10","2018-05-17","2018-06-26","2018-07-04","2018-08-24","2018-09-04","2018-10-01","2018-11-08","2018-12-03",
"백령도","평균지면온도","℃",".2",".7","7.3","12.2","17","24.8","28.8","31.2","21.9","14.8","","-.7",
"북강릉","평균기온","℃","-.8",".1","8.2","13.4","16.2","21.6","25.1","24.9","19.2","13.2","9.2","2.1",
"북강릉","평균최고기온","℃","3.6","4.5","12.8","18.7","20.5","25.8","28.4","28.5","22.9","17.4","13.4","6.5",
"북강릉","평균최저기온","℃","-5.2","-4.5","3","8","11.8","17.7","21.9","21.6","15.5","8.8","5.4","-2.3",
"북강릉","최고기온","℃","13.1","10.4","24.6","31.8","29.7","33.6","34.6","37.1","29","24.3","19.7","14",
"북강릉","최고기온일자","","2018-01-15","2018-02-14","2018-03-31","2018-04-21","2018-05-15","2018-06-24","2018-07-22","2018-08-05","2018-09-06","2018-10-07","2018-11-04","2018-12-03",
"북강릉","최저기온","℃","-15.9","-12.7","-4.6",".6","4.3","12.6","15.3","17","11.1","1.1","-3.3","-11.3",
"북강릉","최저기온일자","","2018-01-26","2018-02-06","2018-03-02","2018-04-07","2018-05-03","2018-06-17","2018-07-07","2018-08-18","2018-09-25","2018-10-30","2018-11-23","2018-12-28",
"북강릉","합계강수량","mm","2.8","43.5","72.3","151.8","133","44.7","204","432.2","171.7","232.5","43.2","16.4",
"북강릉","최심적설","cm","5.1","1","8","","","","","","","","","",
"북강릉","최심적설일자","","2018-01-23","2018-02-28","2018-03-05","","","","","","","","","",
"북강릉","최심신적설","cm","5.1","1","8","","","","","","","","","",
"북강릉","최심신적설일자","","2018-01-22","2018-02-28","2018-03-05","","","","","","","","","",
"북강릉","합계신적설","cm","5.1","1.6","12.5","","","","","","","","","",
"북강릉","평균풍속","m/s","2.1","2.2","2.1","2.2","1.9","1.6","1.3","1.3","1.2","1.9","1.5","1.8",
"북강릉","최대풍속","m/s","9.5","12.2","8.9","13","8.9","6.5","7.6","7.5","6.7","8.7","7.8","8.7",
"북강릉","최대풍속일자","","2018-01-09","2018-02-14","2018-03-15","2018-04-10","2018-05-04","2018-06-20","2018-07-03","2018-08-24","2018-09-30","2018-10-06","2018-11-22","2018-12-28",
"북강릉","최대순간풍속","m/s","19.3","21.8","17.3","32.1","19.2","13.5","13","13.8","11.8","16.3","14.1","15",
"북강릉","최대순간풍속일자","","2018-01-09","2018-02-14","2018-03-01","2018-04-10","2018-05-04","2018-06-20","2018-07-03","2018-08-21","2018-09-30","2018-10-27","2018-11-09","2018-12-28",
"북강릉","평균상대습도","%","42","47","63","54","70","66","78","82","75","62","56","42",
"북강릉","최소상대습도","%","12","11","13","7","14","21","33","36","31","21","15","6",
"북강릉","최소상대습도일자","","2018-01-12","2018-02-17","2018-03-13","2018-04-21","2018-05-05","2018-06-22","2018-07-22","2018-08-05","2018-09-05","2018-10-11","2018-11-23","2018-12-27",
"북강릉","평균이슬점온도","℃","-13","-11.1",".5","2.3","9.6","13.9","20.4","21.2","14.2","5.3","-.2","-11.1",
"북강릉","평균증기압","hPa","2.7","3.1","6.7","7.6","12.5","16.2","24.4","25.5","16.6","9.4","6.7","3.4",
"북강릉","합계일조시간","hr","218.5","217.7","201.3","227","201.5","230.2","227.5","164.3","168.5","226.5","171.7","206.9",
"북강릉","합계수평면일사","MJ/㎡","303.7","358.05","428.17","525.68","534.29","609.58","567.85","457.4","415.04","387.21","250.11","257.08",
"북강릉","평균전운량","할","3.1","3.1","4.6","4.4","6.1","5.8","5.5","6.8","6.3","3.8","4.3","3.3",
"북강릉","평균현지기압","hPa","1010.7","1011.1","1009.9","1005.1","1001.9","998.4","1000","999","1004.6","1008.4","1012.7","1014.8",
"북강릉","평균해면기압","hPa","1020.8","1021.1","1019.5","1014.5","1011.2","1007.4","1009","1007.9","1013.8","1017.8","1022.4","1024.7",
"북강릉","최고해면기압","hPa","1032.3","1030.6","1033.5","1028","1025.3","1016.9","1019","1017.5","1025","1027.4","1028.3","1037.3",
"북강릉","최고해면기압일자","","2018-01-13","2018-02-24","2018-03-06","2018-04-13","2018-05-20","2018-06-15","2018-07-09","2018-08-16","2018-09-11","2018-10-04","2018-11-23","2018-12-30",
"북강릉","최저해면기압","hPa","1002.9","1001.9","997.2","995.1","1001.2","995.5","995.7","987.2","992.7","999.4","1001.9","1012.5",
"북강릉","최저해면기압일자","","2018-01-09","2018-02-28","2018-03-01","2018-04-10","2018-05-16","2018-06-26","2018-07-04","2018-08-24","2018-09-04","2018-10-01","2018-11-08","2018-12-04",
"북강릉","평균지면온도","℃","-1.3","0","7.6","13.8","18.8","27.1","29.2","28.5","21.4","13.5","7.7",".8",
"강릉","평균기온","℃","-.2",".5","9.2","14.5","17.3","23.2","26.8","26.2","20","14.1","10","2.7",
"강릉","평균최고기온","℃","4.4","5.2","14","19.7","21.7","27.3","30.2","29.9","23.9","18.5","14.4","7.3",
"강릉","평균최저기온","℃","-3.9","-3.8","4.1","9.2","13.1","19.3","23.9","22.9","16.5","10.4","6.6","-1.1",
"강릉","최고기온","℃","12.5","11.2","25.8","32.3","32.1","34.5","37.2","38.2","29.1","25.9","21.6","14.9",
"강릉","최고기온일자","","2018-01-15","2018-02-14","2018-03-31","2018-04-21","2018-05-15","2018-06-24","2018-07-16","2018-08-04","2018-09-05","2018-10-07","2018-11-03","2018-12-02",
"강릉","최저기온","℃","-14.2","-10.7","-3","1.5","5.2","13.5","15.9","18.2","12.1","4.3","0","-9.9",
"강릉","최저기온일자","","2018-01-24","2018-02-06","2018-03-02","2018-04-07","2018-05-10","2018-06-17","2018-07-07","2018-08-18","2018-09-28","2018-10-30","2018-11-23","2018-12-28",
"강릉","합계강수량","mm","2.5","52","94","151.4","162.9","38.6","195.5","419.1","161.2","248","51.3","22.9",
"강릉","평균풍속","m/s","3.3","3","2.7","2.8","2.2","2","1.9","1.7","1.9","2.6","2.2","2.8",
"강릉","최대풍속","m/s","9","10.7","9.9","13.6","8.6","8.3","7.1","5.8","6.7","9.1","8.2","8.3",
"강릉","최대풍속일자","","2018-01-23","2018-02-14","2018-03-15","2018-04-10","2018-05-25","2018-06-20","2018-07-03","2018-08-06","2018-09-30","2018-10-10","2018-11-09","2018-12-16",
"강릉","최대순간풍속","m/s","18","18.6","17.4","22.3","16.6","15.2","12.1","11.8","14.1","17.1","16.6","14.6",
"강릉","최대순간풍속일자","","2018-01-09","2018-02-14","2018-03-13","2018-04-10","2018-05-25","2018-06-20","2018-07-13","2018-08-24","2018-09-30","2018-10-06","2018-11-09","2018-12-07",
"강릉","평균상대습도","%","32","38","51","48","67","61","72","77","72","57","52","41",
"강릉","최소상대습도","%","10","9","10","5","15","19","27","34","30","19","15","6",
"강릉","최소상대습도일자","","2018-01-19","2018-02-17","2018-03-13","2018-04-19","2018-05-25","2018-06-22","2018-07-22","2018-08-05","2018-09-24","2018-10-11","2018-11-18","2018-12-27",
"강릉","평균이슬점온도","℃","-15.9","-13.6","-1.9","1.3","9.9","14.2","20.7","21.4","14.2","4.9","-.3","-10.9",
"강릉","평균증기압","hPa","2.1","2.6","5.6","7.1","12.8","16.5","24.7","25.9","16.6","9.2","6.6","3.5",
"강릉","합계일조시간","hr","225.5","224.2","210.9","242.6","208.6","235.5","231.7","182.9","178.6","238.7","185.5","217.8",
"강릉","합계수평면일사","MJ/㎡","321.75","376.58","459.2","567.54","572.89","650.56","609.99","496.61","439.54","423.87","276.35","282.61",
"강릉","평균전운량","할","","","","","","","","6.4","6","3.8","4.2","3.8",
"강릉","평균현지기압","hPa","1017.7","1018.1","1016.6","1011.6","1008.3","1004.6","1006.2","1005.1","1010.9","1014.9","1019.4","1021.7",
"강릉","평균해면기압","hPa","1021","1021.4","1019.8","1014.7","1011.4","1007.6","1009.1","1008","1013.9","1018","1022.5","1025",
"강릉","최고해면기압","hPa","1032.6","1030.7","1033.7","1028","1025.4","1017","1019.2","1017.5","1025.2","1027.8","1028.5","1037.4",
"강릉","최고해면기압일자","","2018-01-13","2018-02-24","2018-03-06","2018-04-13","2018-05-20","2018-06-15","2018-07-09","2018-08-16","2018-09-11","2018-10-04","2018-11-02","2018-12-30",
"강릉","최저해면기압","hPa","1003.1","1001.8","997.6","996.5","1001.3","995.4","995.8","987.2","992.9","999.6","1002.2","1012.6",
"강릉","최저해면기압일자","","2018-01-09","2018-02-28","2018-03-01","2018-04-10","2018-05-16","2018-06-26","2018-07-04","2018-08-24","2018-09-04","2018-10-01","2018-11-09","2018-12-04",
"강릉","평균지면온도","℃",".2","2","9.9","15.5","19.9","29.2","30.7","28.8","21.7","13.8","8.3","1.8",
"동해","평균기온","℃",".9","1.5","8.9","13.5","16.2","20.8","24.6","24.9","19.4","13.9","10.1","3.2",
"동해","평균최고기온","℃","4.7","5.5","13.2","18.5","20.2","24.7","27.8","28.2","23","18","13.9","7",
"동해","평균최저기온","℃","-3","-2.7","4.5","9","12.4","17.6","22.1","22.1","15.9","9.8","6.1","-.9",
"동해","최고기온","℃","13.3","12","25.4","29.6","29.1","33.2","33.5","35.8","28.7","24.3","19.5","14.7",
"동해","최고기온일자","","2018-01-15","2018-02-14","2018-03-31","2018-04-21","2018-05-24","2018-06-24","2018-07-22","2018-08-05","2018-09-06","2018-10-07","2018-11-04","2018-12-03",
"동해","최저기온","℃","-12.4","-10.3","-2.4","2.3","5.7","12.8","16","18.7","11.4","3.8",".3","-8.4",
"동해","최저기온일자","","2018-01-26","2018-02-06","2018-03-02","2018-04-07","2018-05-03","2018-06-17","2018-07-07","2018-08-18","2018-09-28","2018-10-30","2018-11-23","2018-12-28",
"동해","합계강수량","mm","4.4","53.4","95.4","131.8","63.6","36.6","286","219.8","205.6","273.2","44.5","22.2",
"동해","평균풍속","m/s","2.5","2.5","2.7","2.5","2.2","1.6","1.7","1.4","1.7","2.1","1.8","2.2",
"동해","최대풍속","m/s","11.6","10.9","11.5","10.2","9.1","8.8","8.4","9.2","8","14.7","7.3","8",
"동해","최대풍속일자","","2018-01-09","2018-02-14","2018-03-15","2018-04-11","2018-05-25","2018-06-12","2018-07-03","2018-08-16","2018-09-07","2018-10-06","2018-11-12","2018-12-23",
"동해","최대순간풍속","m/s","18.1","23.1","18.3","22.7","18.4","13.8","12.7","12.9","12.3","27","13.7","13.7",
"동해","최대순간풍속일자","","2018-01-09","2018-02-14","2018-03-15","2018-04-11","2018-05-04","2018-06-28","2018-07-03","2018-08-16","2018-09-07","2018-10-06","2018-11-09","2018-12-28",
"동해","평균상대습도","%","36","43","60","57","74","71","82","83","78","65","59","44",
"동해","최소상대습도","%","11","11","15","8","16","26","43","40","34","22","15","7",
"동해","최소상대습도일자","","2018-01-28","2018-02-17","2018-03-25","2018-04-19","2018-05-04","2018-06-03","2018-07-16","2018-08-05","2018-09-30","2018-10-11","2018-11-23","2018-12-27",
"동해","평균이슬점온도","℃","-13.4","-10.9",".6","3.6","10.7","14.8","21.1","21.7","15.1","6.8","1.7","-9.2",
"동해","평균증기압","hPa","2.6","3.2","6.7","8.3","13.3","17.1","25.3","26.2","17.5","10.4","7.5","3.9",
"동해","합계일조시간","hr","213.4","212.2","203.2","235.4","202.4","215.3","228.3","164.8","155.2","208.1","171.1","207",
"동해","평균전운량","할","","","","","","","","6.4","6.2","3.8","4.2","3.8",
"동해","평균현지기압","hPa","1015.7","1016","1014.7","1009.8","1006.5","1003","1004.5","1003.4","1009.1","1013","1017.5","1019.6",
"동해","평균해면기압","hPa","1020.7","1021.1","1019.5","1014.6","1011.2","1007.6","1009","1007.9","1013.7","1017.8","1022.4","1024.6",
"동해","최고해면기압","hPa","1032.5","1030.6","1033.3","1028.1","1025.1","1016.7","1019.1","1016.9","1025","1027.3","1028.6","1037.3",
"동해","최고해면기압일자","","2018-01-13","2018-02-24","2018-03-06","2018-04-13","2018-05-09","2018-06-15","2018-07-09","2018-08-16","2018-09-11","2018-10-04","2018-11-23","2018-12-30",
"동해","최저해면기압","hPa","1003.1","1000.3","997.2","997.3","1000.8","996","994.5","987.3","992.9","996.2","1002.6","1012.3",
"동해","최저해면기압일자","","2018-01-09","2018-02-28","2018-03-01","2018-04-11","2018-05-02","2018-06-28","2018-07-04","2018-08-24","2018-09-04","2018-10-06","2018-11-09","2018-12-04",
"동해","평균지면온도","℃","-.7",".9","8.6","15.9","20.4","27.8","30.5","29.3","21.6","14.2","7.9","1.1",
"서울","평균기온","℃","-4","-1.6","8.1","13","18.2","23.1","27.8","28.8","21.5","13.1","7.8","-.6",
"서울","평균최고기온","℃",".1","3.3","13.6","18.5","23.3","28.4","32.1","33.3","26","18.6","13.2","4.1",
"서울","평균최저기온","℃","-7.3","-5.9","3.8","8.1","13.4","18.9","24.2","25.2","17.6","8.5","3.6","-4.7",
"서울","최고기온","℃","8.7","10.4","22.1","26.3","29.6","32.9","38.3","39.6","30.9","25.6","19.4","13.5",
"서울","최고기온일자","","2018-01-17","2018-02-26","2018-03-14","2018-04-20","2018-05-26","2018-06-25","2018-07-31","2018-08-01","2018-09-01","2018-10-04","2018-11-04","2018-12-03",
"서울","최저기온","℃","-17.8","-13.4","-6.7",".1","6.9","16.3","17.7","20.2","10.8",".7","-3.1","-14.4",
"서울","최저기온일자","","2018-01-26","2018-02-07","2018-03-02","2018-04-09","2018-05-03","2018-06-16","2018-07-08","2018-08-27","2018-09-25","2018-10-30","2018-11-23","2018-12-28",
"서울","합계강수량","mm","8.5","29.6","49.5","130.3","222","171.5","185.6","202.6","68.5","120.5","79.1","16.4",
"서울","최심적설","cm","3.5","4.1","","","","","","","","","8.8","1.7",
"서울","최심적설일자","","2018-01-31","2018-02-23","","","","","","","","","2018-11-24","2018-12-13",
"서울","최심신적설","cm","3.5","3.7","","","","","","","","","8.8","1.7",
"서울","최심신적설일자","","2018-01-30","2018-02-23","","","","","","","","","2018-11-24","2018-12-13",
"서울","합계신적설","cm","6.9","4.4","","","","","","","","","8.8","2.1",
"서울","평균풍속","m/s","1.9","2.2","1.9","2","1.7","1.7","1.5","1.7","1.6","1.5","1.4","1.8",
"서울","최대풍속","m/s","7.2","6.3","6.9","8.8","8","5.7","4.2","7.1","5.7","6.1","5.6","5.9",
"서울","최대풍속일자","","2018-01-24","2018-02-10","2018-03-01","2018-04-10","2018-05-17","2018-06-26","2018-07-14","2018-08-21","2018-09-05","2018-10-01","2018-11-22","2018-12-07",
